name,address,lon,lat,phone,description,english_friendly,japanese_friendly,korean_friendly,mobile_charging,accessibility_friendly,gender_friendly,digital_payment_friendly,vegetarian_friendly,restroom_friendly,fair_trade_friendly,free_wifi,bike_friendly,breastfeeding_friendly,muslim_friendly,menstruation_friendly,friendly_feature_count
臺北市信義運動中心,臺北市信義區松勤街100號,121.566756,25.031804,02-87861911分機115,臺北市信義運動中心係由台北市政府以OT方式委由崇越科技旗下的全越運動事業股份有限公司經營管理之運動場館，於 2022年12月10日重新開幕營運。,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,10
大春煉皂,台北市大同區迪化街一段190號,121.509504,25.058713,02-2550-0013,民國39年(西元1950年)，李水土爺爺在大稻埕，以雜貨店起家。戰後，當日本離開台灣時，水土爺爺從日本人手中接下了『大春煉皂』，開展肥皂生產和銷售事業，並矢志以誠信經營，將理念發揚光大。目前已經傳承到第三代手中，這中間歷經七十年，孩子們謹守著爺爺的囑咐，始終不忘本的秉持「與土地共存」的做人做事原則。2016年，「大春煉皂」願發揚水土爺爺的初衷，並將這份祝福的心意傳送給更多人，『大春煉皂』這名號的標誌，皆承續了水土爺爺意志與精神；所謂的『煉』，就是用心琢磨每塊肥皂，最簡單也最純粹，對人對地皆友善，永續、共生、共存,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5
魚籃書坊,台北市南港區富康街26號,121.617213,25.053998,02-26515911,"由創辦人陳美華老師為起首，2013年10月於台北市南港區富康街26號開設門市「魚籃書坊」，除有各類書籍、文創產品等展售之外，也有餐飲、場地租借的服務，更是主要的活動推廣中心。期間開辦多種讀書會及課程，從社會、人文、宗教、思想等各面向，帶領群眾豐富心靈、增長智慧。魚籃書坊創始者陳美華老師本著人本與創新的精神，希望發揚南港地區的文化氣息與人文精神，期許魚籃書坊成為南港在地最獨具一格之文創領先品牌，並對提升人文氣質積極貢獻。

    魚籃書坊希望關照每一寸在地，愛惜每一處資產，在快速變動的時潮中，珍惜空間裡的記憶庫藏，與寶貴的文史做最貼近的撫觸。推展人與聚落、人與環境、人與自然的共生與和諧，秉承「吾道不孤，德必有鄰」的信念支持，立志在都會區別樹一幟，獨運匠心賦予群聚空間曼荼羅式的功能展現，必能吸引有志同道薈萃雲集，推廣各式多樣的沙龍團聚，打造深耕在地的心靈盛宴，串聯芳鄰散播書香，拂送樂讀與舒活的美善淳風，薰沐一期一會的終身學習氛圍，陶養出紛呈的富康生活，交織群我策勵的里仁為美。",0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,8
台北 NPO 聚落,台北市中正區重慶南路三段2號,121.515142,25.029564,02-23012160,"為呼應公民團體對於台北市內辦公空間的訴求，市政府經過長期尋覓和評估，找到了荒廢已久的老舊宿舍，在眾多夥伴的號召與市府內部協調之下，北一女中將此棟大樓正式撥交給社會局，作為未來非營利組織的辦公空間使用。

經歷繁瑣的整修工程、內部裝修與招商，台北 NPO 聚落於 2019 年正式落成在豐厚歷史文化的城南地區，提供給 20 組以上的團隊進駐，並致力於建立開放與自由的社群空間，並藉由組織間頻繁的交流與互動，讓社會影響力更加擴大！",0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,7
PAR.T帕拉彩虹好物店,台北市萬華區內江街55巷24號1樓,121.505285,25.042677,02-23752112,"「PAR.T」帕特拉拉彩虹好物店，名稱源自於英文part的「部份」之意，希望傳遞彩虹族群同屬於社會一份子，而非異族的概念。
由圈內人精選豐富拉子選品，包括束胸、男女中性內褲、彩虹小物、百合文藝書籍、情趣用品等，並提撥企業盈餘回饋於平權團體，期盼讓每個人都生活在自然、自在、自信的日子裡。
「PAR.T」邀請大家一起來店同歡，一起「party」！",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
布納咖啡館,台北市信義區信義路四段415-3號,121.559235,25.033304,02-27589886,"BUNA是衣索比亞語「豆」的意思，至今衣索比亞家庭都還維持著傳統的社交模式，用「咖啡」凝聚家人、朋友的情感，從炒焙、研磨到烹煮，長達3個小時繁複的工序都象徵莊重的儀式感，
第一杯Abol說著祝福
第二杯Tona話語家常
第三杯Beraka分享喜悅
我們愛上這種悠閒、純真的生活方式，順著衣索比亞語命名為BUNA，希望能將這熱情待客的精神傳承下去",1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,8
ELLIE創作學院/德昌創作,台北市萬華區漢口街2段20巷11號2樓,121.508055,25.044924,0914-013-450,Ellie創作學院成立於2009年，為滿足手藝專業同伴們的需求，提供手藝材料、書籍及創作教學等服務。也陸續引進各項日本各種最新的師資課程有甜點黏土.麵包黏土.UV飾品.法式布盒.瓷器彩繪.威尼斯琉璃.玻璃拼貼.藝術印染等各種補同的體驗課程。目前全台數百位認證師資，若你想要了解更多，歡迎您加入我們。,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,4
春秋書店,台北市大同區赤峰街41巷7號,121.520132,25.05489,02-25591988,春秋書店，坐落於台北市大同區的赤峰街，也是過去老台北俗稱的「打鐵街」。書店主要經營藝術文哲、社科心理、攝影電影等相關主題書籍，不定時提供課程、講座，備有咖啡和茶、閱讀座區。我們期許自己是一家書店，像一家書店，不只是一家書店。,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5
亞熱帶禮品店,台北市中正區中山南路21號,121.521534,25.034751,02-27005736,中正紀念堂自民國69年開堂，為名觀光景點有建築獨特性且為國定古蹟，園區又擁有豐富多元的生態景觀，亦是民眾休憩參觀的熱門場所，每年國內外遊參觀人次眾多。,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,8
我思文創,台北市松山區富錦街三七六號二樓,121.559205,25.060476,02-25280003,"臺灣唯一的卡片店 在民生社區為大家服務。提供一萬多款的卡片與明信片，讓您在數位時代，仍可以自由自在地以書寫來溝通，分享您的幸福與喜悅，傳遞您的想法與祝福。讓書寫的文字與圖像以有質感的方式被掌握與珍惜。
我思文創同時提供書寫/著色工具，及寬敞的空間，讓您得以悠閒地將心裡最真切的想法，記錄在卡片當中，分享給關心您的人與您所關心的人。
我思位在公園旁的邊間二樓，寬敞的空間，明亮的採光，保留每扇窗的綠色窗景，讓您瞬間脫離台北的塵囂，靜心緩和地思考溝通的議題，搭配上精選的義大利咖啡，在京都松榮堂線香優雅的薰香中，讓您舒緩放鬆地寫下心裡的話。
",1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,5
樂學創客教室,台北市士林區忠誠路一段171巷10弄4號1樓,121.530766,25.10689,02-23310668,"樂學創客教室是位於士林區的STEAM實踐家，帶著孩子們透過動手操作的方式，認識數學、物理、機械、電學、程式邏輯等知識，跨領域的學習、活潑的教學，深受家長與孩子們的喜愛，初次上課都可以先預約試上看看，玩中學帶給孩子們快樂與自信，主動學習讓家長放心又輕鬆。
目前課程有樂高、桌遊、無人機、程式編輯等。
",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
找茶屋 FOUND.YOUR.TEA,台北市文山區指南路 3 段 38 巷 33-5 號正對面 ( 找茶屋),121.590701,24.967068,02-29398622,『貓空找茶屋』以漸層坡度打造山間玻璃屋， 露天沙發座位通透視野能俯瞰整個台北市景， 台北101清晰矗立眼前，又與陽明山遙遙相望; 提供傳統式品茗及精緻茶點和改良家常菜。親子，家人，朋友聚餐首選之地,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5
飯BAR 內湖創始店,台北市內湖區內湖路一段360巷2號,121.570533,25.081104,02-27995199,"當傳統中菜遇上美式料理的氛圍，「飯BAR」徹底顛覆所有人對中式料理的既定印象，新穎與經典的碰撞下，最具吸引力、最活潑的中菜料理飯BAR的目標將是為中式料理改變面貌，從五感體驗中去顛覆，讓中式餐廳也能有輕鬆及現代感的氛圍，同時將老菜新譯做更不同的菜餚包裝。 在台灣現今，吃中式料理的年齡層很明顯的斷層，大多數的消費者對中餐的既定印象是油膩與大菜，而有多少業主能為這群斷層年輕人設計屬於他們的料理,服務及空間。 當然我更相信許多的長輩他們可能對於些老菜系，老餐廳的氛圍與味道已經感到乏味。 而在眾多人的引頸企盼之下，飯BAR的新式中餐廳面貌於2014年誕生，透過各菜系融合，東材西想，老新共治的概念確實引發了許多的報章雜誌，媒體爭相採訪，而的確飯BAR的品牌定位讓許多年輕人喜好，進而也帶家中的長輩們一起來體驗這新型態的中式餐廳。 飯BAR讓許多人吃得起老闆菜，而這不只單單分享料理，而是有趣,顛覆,與時俱進的環境， 這些想法需要繼續實踐與延續，往後讓我們為台灣餐飲再盡一點力，讓台灣餐飲能與世界潮流接軌，為台灣餐飲感到榮耀。",1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5
Meerkat75 Café - 75度獴,台北市松山區八德路三段155巷10號1樓,121.555151,25.04885,02-25798038,Meerkat75 Café - 75度獴是一家採預約制的狐獴主題餐廳，馬卡龍色系的裝潢風格、狐獴的互動體驗及美味的無國界料理，讓顧客感受不一樣的2小時用餐體驗，用餐時段11:30～13:30，14:00～16:00，16:30～18:30，19:00～21:00，歡迎線上預約用餐,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4
CBC SPACE景美咖啡圖書館,台北市文山區景興路193號,121.54441,24.992228,02-29310512,"全台首創結合雜誌圖書館和咖啡廳的文青空間，是餐飲、聚會、休憩、同時也是可供工作或會議的活動空間。
在這裡，你可以點一杯咖啡，沉浸在濃濃的咖啡香，閱讀著來自世界各地，近千本的雜誌，享受著一切美好的事物，在此發生...
",1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,5
不+水烘焙坊,台北市大安區建國南路二段151巷30號,121.539092,25.028683,02-27070032,"充滿著活力的夢想，想讓家人、朋友、小孩還有更多的人吃到好吃又美味的麵包，使用天然酵母、低溫發酵、老麵製作、嚴選天然奶油讓麵包、蛋糕、餅乾，
吃起來無負擔，讓每一位客人都能感受到老闆的用心、與滿滿的幸福感❤️
",0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,5
OTIS Caf'e,台北市士林區美德街104號,121.524832,25.096648,02-28319191,"座落於士林捷運站附近的恬靜小店，舒適的環境及悠閒的用餐氛圍，就像OTIS Cafe的代表物樹懶一樣。
樹懶給人緩慢悠閒的感覺，就像Otis想給忙碌現代人一個享受慢活悠閒的用餐環境。 
以森林及大自然做為背景，就象徵著Otis堅持採用新鮮食材及現作餐點給所有來訪朋友的理念。
",0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,6
原生態工作室,台北市萬華區大理街7號1樓,121.502836,25.034672,02-23082005,"...............【關於-原生態NatureWorld】..................

西元Nov.2010年,原生態期許更多人在消費的同時也注意到自己與環境的美好共存。創辦人周彥志 覺得這個世界最美好的樣子就是原生態。這是一間園藝起家的公司,透過實體與網路通路的結合,我們努力的融入人們的生活圈裡，現在除了植栽,花藝,香氛,更結合了心靈成長元素,期許散播更多的光和愛。2021結合農業於屏東高樹再創全新品牌原生態大地,落實與環境共好同時引導人們察覺生命的奧秘,同時培養專業老師,打造更多元的服務與產銷,原生態給您的將是從生命源頭綻放的喜悅與療癒。",1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,6
Gold 9 Studio,台北市松山區民生東路四段５５巷３弄七弄一號一樓,121.550665,25.05824,02-27479028,"Gold 來自於 ""A Heart of Gold” ，
擁有一顆高貴善良的心
9 在數字中代表著無私奉獻、大愛、高尚、
智慧、浪漫、想像豐富與真誠~",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
下班隨手作,台北市萬華區漢口街二段121號1樓,121.504065,25.046422,0986-017-605,"下班隨手作，由一群熱愛生活與創作的設計師聚集而成，我們所追求的是下班後對於美的生活，我們決定將更多對於我們生活與美學的熱愛分享出去。

我們以手作教學延伸對體驗生活的日情，設計師們的創意發想與不同手作老師的巧手研發商品，我們創造了 17 類，超過 60 種的手作課程，與獨樹一格的手作設計商品。讓第一次接觸手作的你/妳，也能輕鬆自在地揮灑創意，挖掘深埋在自身的藝術細胞。

下班隨手作，手作的成就豐富你生活的每一刻。",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
桌遊老爹,台北市萬華區廣州街44號1樓,121.504047,25.036456,02-23088972,"我們是擁有40年歷史文具店所改裝的桌遊店

老爹販售桌遊、文具還有歡樂的生活態度

來店玩的時候前建議先預約，不然老爹很容易在人生中迷路，忘了準時上班～",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
桌遊地下城,台北市大安區忠孝東路四段59號5樓之D,121.545806,25.041792,02-27119570,"交通最方便：忠孝復興站，NET.樓上
10年經營，活動及教學經驗最豐富，桌遊玩買租學第一品牌
台北桌遊最多，70人大場地，暢玩提供飲品小點，
外食僅酌收清潔服務費$30/人。",1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,6
豆子創意手作空間,台北市士林區中山北路5段527號2樓,121.527846,25.09408,0976-828-812,"誠如我們工作室的名稱「豆子創意」手作空間，我們相信每個人的腦海中都會有許多不同的創意發想，這些創意發想就如同微小的豆子一般，而我們想要透過手作的方式，讓這些創意發想成為各式各樣的驚嘆號，為我們的生活增添更多豐富的元素與色彩。
我們的工作室自2012年開始，以木器彩繪和蝶古巴特手作教室的方式經營，一面創作、一面規劃個人與團體的手作課程，之後我們開始拓展各種不同領域的手作項目，像手縫皮革、金屬錫雕、瓷器彩繪拼貼、uv膠飾品、蠟燭香氛索拉花系列......，希望把不同材質與技巧的手作相互結合，能夠創造出更多不同的火花。",0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4
Round Round,台北市大安區忠孝東路四段181巷40號1樓,121.550672,25.044091,02-27762787,ROUND ROUND是於臺北東區後巷的陶藝美學風格的複合空間，以推廣生活陶為出發，輕鬆自在的課程，位在市區的地點，讓陶藝成為城市裡的生活日常，除此這裡也是年輕陶土工藝家合作的平台，透過品牌的力量創造出與許多不同領域的合作機會，延伸至專案的訂製與跨界的創作合作。,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,5
茁茁陶,台北市文山區辛亥路四段166巷17號1樓,121.555733,25.004714,02-29315253,這裡是位於文山區的陶藝工作室，我們提供手捏陶與手拉坏的體驗與長期課程，讓學員從零開始學習自己動手做獨一無二的器皿。我們也提供場域給需要設備與原料的陶藝家，可以在這裡自由創作與練習。我們期望能將陶藝這項技藝推廣出去，讓大家知道這是一個友善易上手且能有效陶冶心性的創作媒材。,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,7
玉米蛋蛋製作所,台北市萬華區貴陽街二段97號,121.503591,25.039912,02-23826668,賣台灣本土產玉米的溫馨小店，主要是賣蒸煮玉米及烤玉米，另外還有賣烤香腸烤杏鮑菇玉米筍及玉米熬煮湯品等項目,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
遊戲房子,台北市士林區故宮路23巷17號,121.547577,25.097397,0970-110-303,"【桌遊店】【多功能場地出租】【教室】【親子手作課程】【兒童冬/夏令營】
超過70款全新桌遊，大空間明亮的環境，附有點心自助吧，還有各式各樣美術、體能、音樂、訓練等親子課程，以及CP值超高的冬、夏令營營隊。
為了您寶貴的時間
本店採 #預約制，欲前往前請先來電或加入我們官方LINE預約以免白跑了一趟呦。
預約電話：0970-110-303(黃店長)
預約LINE：@409txkpc",0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4
花磚甜點手作室,台北市士林區忠誠路二段154巷7號1樓,121.532355,25.115155,02-28760049,"花磚甜點手作室是位於天母巷弄內的可麗露專賣店，備有多種口味和季節限定可麗露，以職人精神和用心的食材製作，口感外酥內軟，顛覆您對於可麗露的想像。歡迎您一起與我們細細品嚐。

我們的常態口味有：經典香草，巧克力，抹茶，焦糖，草莓，檸檬，還有以在地農產品出發的台灣三兄弟口味：花生，芋頭和地瓜。
產品包裝有單入盒，四入禮盒與九宮格禮盒做為選擇。",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
遊域｜沉浸故事體驗館,台北市中山區林森北路85巷70號B1,121.527341,25.049167,02-25627875,"「沈浸故事體驗遊戲就像是一部未寫完的小說，當你遊戲時，將與在場的主持人、所有玩家互動，共同經歷那未知的後續故事。」

團體、企業、商業合作，歡迎諮詢Line：mdm2017",0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,5
997 STUDIO,台北市信義區仁愛路四段452巷11號,121.559306,25.036745,0939-093-987,"「What's Tufting？」
一張織布、一把地毯槍、五彩繽紛的毛線
以及一段美好的創作時光，這就是Tufting！
在997 STUDIO
人人都可以製作屬於自己的「藝術裝飾」
教你如何利用簇絨槍將各色毛線編織在專用布料上
抽象的，現代的，古怪又可愛，都隨你自由發揮
即使沒有任何手作經驗也不用擔心！
我們會一步步帶領大家，體驗療癒又紓壓的過程
親手打造出成就感十足的「專屬訂製毯」
#TuftyourownRug　創意地毯自己做",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
宮月城｜沉浸劇本殺LARP｜實境狼人殺,台北市大安區大安路一段95號地下一樓,121.546215,25.040519,02-27110092,"狼人殺偶像詹子晴（丫頭）、凱希與執行長Alon、OPA 實境密室逃脫共同聯手創立「宮月城」娛樂品牌，透過近乎苛求的雕磨場景，四大主題性十足的獨立包廂，搭配完整的專業遊戲設備及餐飲服務，提供自創與改編優化LARP劇本殺沈浸式劇場以及狼人殺，為玩家打造優質娛樂的遊戲平台。
你渴望來場異世界的探險嗎？
前進吧，展開新體驗的鑰匙就在你手中！
＃劇本殺　＃狼人殺場地　＃狼人殺包廂　＃天黑請閉眼 ＃ＬＡＲＰ　＃實境桌遊",1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4
GUMGUM Beer & Wings 雞翅啤酒吧-信義本店,台北市信義區光復南路473巷11弄38號,121.559186,25.033943,0928-107-972,"GUMGUM Beer & Wings雞翅啤酒吧，由五位來自科技業的大叔共同創辦， 2017年初夏，在信義區一隅悄悄誕生。
GUMGUM主打多樣美味的吮指炸雞翅、無國界創意料理以及本土精釀啤酒，結合在地、異國食材研發出高達十五種口味的獨家雞翅料理，甚至曾被國外知名旅遊網站BigTravel評選為「亞洲第二好吃雞翅」以及「台北最好吃的雞翅餐廳」！
GUM在英文中就是“口香糖”的意思
在這裡 你可以和好友見面、和情人約會、和家人相聚
盡情說笑 大口吃喝
和每個在乎的人黏在一起
GUMGUM也代表著無拘無束、自在灑脫的生活態度
用叼著一根菸，小解的那瞬間
找回自己最自在放鬆的一刻",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4
大象山堅果,台北市北投區石牌路二段 201 號,121.519166,25.119181,02-8711688,"本公司秉持著讓國人能有健康的身體  堅持以烘焙加工堅果

使食用者在品嚐美味的堅果時  能在營養、新鮮、口感三方面取得平衡

目前公司堅果類產品全部自行加工  無委託外廠,因此衛生控管無虞

本公司堅持選購新鮮、品質優良之堅果  為客戶提供最佳的產品品質

讓國人買得到新鮮好吃的養生堅果,堅果禮盒",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,8
子丑市集,台北市北投區石牌路二段 201 號,121.519166,25.119181,02-8711688,當今台灣文創手作產品興盛，職人創作手工藝術品創新且技術多元成熟。因此子丑市集除了規劃優質的實體市集空間之外，並結合子丑建築與子丑設計共商市集規劃及商業運作，協助參與子丑市集的合作廠商產品定位及包裝服務，輔助市場零售端的「視覺傳達」與「文化尋根」達成「文化再生，產值出根」的效益最大化，創造「文化創意」、「銷售熱潮」的雙贏局面。,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,7
咖啡控,台北市中正區開封街一段2-28號,121.51439,25.045914,0953-989-345,在繁華熱鬧的開封街道上，有著一家迷你的小店，老闆堅持店內所有飲品全部都是自己製作，所有的咖啡豆都是自己不定時現場烘培，並且會用最好的態度來服務每一位到來的你,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
宏祥旅行社股份有限公司,台北市中山區松江路190號4樓,121.53288,25.056858,02-25635313 ext.124,宏祥旅行社擁有接待外賓30多年經驗，專營國內巴士旅遊、精緻小包團、客製化行程、獎勵旅遊等，2021被評選為觀光產業優良旅行業團體。國際化團隊提供一站式旅遊諮詢，從遊程規劃、食宿交通安排，通通免煩惱，另有提供專業外文導覽服務(英、德、法、日、俄、越、印尼)，蟬聯6年貓途鷹-旅行者之選大獎的宏祥，絕對是您旅游台灣的最佳伙伴！,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,5
戲咖啡,臺北市士林區長春街12號,121.543397,25.137345,02-28621999,戲咖啡是由文化影劇系校友們一起創造出來的空間，如電影場景般的美軍宿舍區，在我們的努力下恢復成記憶中的樣子，讓大家都能走入這個時空禁區。我們是一間充滿故事與溫馨的小咖啡廳，同時也是寵物友善的餐廳，想聆聽美軍宿舍得老故事，歡迎來戲咖啡走走～,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,8
Saturn Landing Turkish Coffee 客家公園店,台北市中正區汀州路三段2號客家主題公園文化中心一樓,121.525448,25.020202,02-23635108,"我們立志增添東亞咖啡文化多樣性，前往土耳其深度考察，呈現出以銅壺萃煮的各式傳統土耳其咖啡、水果炸彈般酸香厚實的精品土耳其咖啡，以及果香飽滿的壺萃過濾咖啡，引領壺萃咖啡文藝復興。 品飲土耳其咖啡請搭配土耳其甜點！我們研發適合亞洲品飲美學的土耳其甜鹹點，為你呈現一場土耳其咖啡甜點饗宴。
在客家公園店，我們嚴選客莊食材，研發客莊桔醬氣泡冰羅馬、桔醬冰拿鐵、客莊擂茶土耳其咖啡、桔醬生乳酪、桔醬磅蛋糕等主題品項，歡迎品嚐！",1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,10
I’M HERE COFFEE,台北市北投區承德路七段401巷989弄79號        ,121.483922,25.115196,02-28986607,"I'M HERE COFFEE創立於2007年,多年來皆致力於一杯咖啡味蕾上的追求,採用來自各非產區的精品咖啡豆,以獨闢蹊徑的烘培方式,細膩用心淬鍊出每一隻豆子的精華與獨特香氣.淺培保有酸香甜不刺激又有醇厚度,深培又可保有不焦不苦甘甜黏口,香氣繚繞久久不散, 不再只是再喝一杯苦苦濃濃的飲料
從咖啡生豆的競標購買.瑕疵豆篩選.烘培技術精進到烘培後的杯測沖煮,每個環節都認真操作為的只是一個承諾  有I’M HERE的地方就有好味道。
",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3
岱格百貨商行(岱格生活),台北市士林區福華路162巷4號1樓,121.522774,25.103926,0933-738-228,"流行飾品(純銀/不鏽鋼醫療鋼/合金)，手作水晶銀飾，包包，韓國進口襪品髮飾，生活雜貨(機能調整型內衣褲/毛巾/傘具/手套/圍巾/絲巾)
Fashion jewelry (Silver/Stainless steel/Alloy), Quartz beads handmade jewelry, bags, daily accessories (socks/towel/umbrella/gloves/muffler/scarf), Lingerie selec-tions For personal use and the best gift choice.",1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,7
瘋桌遊大安店,台北市大安區通化街28巷2號,121.553935,25.031272,02-27036003,"【瘋桌遊大安店】熱情歡迎您！
您是否迷戀桌上遊戲的魅力？那麼，瘋桌遊大安店絕對是您的遊戲天堂！
我們是一家位於台北市大安區的桌遊專賣店，致力於為您打造最愉快的遊戲體驗。無論您是桌遊初學者還是資深玩家，我們都能滿足您的需求和期待。
在瘋桌遊大安店，您將找到各種精彩、多樣的桌上遊戲，從經典的策略遊戲到創新的角色扮演遊戲，應有盡有！我們的遊戲庫充滿著受歡迎的遊戲，讓您和朋友們盡情享受遊戲的樂趣。
無論是家庭聚會、朋友聚會還是團隊建設，我們都為您提供舒適和溫馨的遊戲環境。您可以在我們的店內輕鬆享受遊戲，與朋友們互動，共同創造美好的回憶。
此外，我們擁有熱情而專業的遊戲導師，他們樂於解答問題、提供遊戲指導，讓您更快上手並深入了解遊戲的精髓。
無論您是桌遊愛好者還是尋找優質遊戲場所的人，瘋桌遊大安店都是您的不二之選！快來一起加入我們，享受愉快的桌上遊戲時光吧！",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
GUMGUM Not Only Beer & Wings 雞翅啤酒吧-內科店,台北市內湖區基湖路3巷68號,121.567038,25.080598,0928-107-972,"GUMGUM Beer & Wings雞翅啤酒吧，由五位來自科技業的大叔共同創辦， 2017年初夏，在信義區一隅悄悄誕生。
GUMGUM主打多樣美味的吮指炸雞翅、無國界創意料理以及本土精釀啤酒，結合在地、異國食材研發出高達十五種口味的獨家雞翅料理，甚至曾被國外知名旅遊網站BigTravel評選為「亞洲第二好吃雞翅」以及「台北最好吃的雞翅餐廳」！
GUM在英文中就是“口香糖”的意思
在這裡 你可以和好友見面、和情人約會、和家人相聚
盡情說笑 大口吃喝
和每個在乎的人黏在一起
GUMGUM也代表著無拘無束、自在灑脫的生活態度
用叼著一根菸，小解的那瞬間
找回自己最自在放鬆的一刻",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4
桌遊糖果城,台北市內湖區內湖路一段731號2樓,121.578034,25.079121,02-87975420,"歡迎來到糖果城: #台灣桌遊第一品牌
港墘捷運站一號出口左轉五分鐘，
過大十字路口，直行看到華泰銀行樓上
737夜市桌遊店 內湖科技園區福利
舒服的休閒空間，人與人的溫度，專業的桌遊教學，合適的場地使用
嗯，讓我們再加一些些美好的時光進去~",0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,6
HeadxLover,台北市萬華區民和街81巷11號1樓,121.498259,25.025219,0979-118-123,"我們以一種『分享』的概念，
分享來自各個年代的Vintage商品
讓進來這裡的客人先認識商品本質，
從而對於商品產生興趣並發現其價值，
我們並不會主導他們走向某種風格，
反而讓大家自己嘗試並發掘出更多的可能性。
衣著也是一種語言，來自每一個個體
『如何讓顧客的人生更豐富』是我們的服務的第一要點。
『我們不迎合當季消耗的時尚，
我們品嚐永不落俗套的經典，
我們自創獨家的美麗，
我們要在過去‧現在‧未來都與你同行。』",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4
無眠workshop,台北市北投區復興四路22號,121.500031,25.141953,02-8940720,大屯山腳下寧靜的咖啡店無眠workshop，提供手作的甜點與異國料理，，透過旅遊各地的細心體察，將多年西餐烹調經驗融合其中，每日採購市場的新鮮食材，打造出有溫度的餐點，我們擁有好喝咖啡與溫暖甜點的輕工業風小店，歡迎來這寧靜山腳下的咖啡店品嚐我們的餐點吧,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4
山边咖啡,台北市北投區溫泉路110-1號1樓,121.510904,25.136202,02-28939325,"山
永遠都在
我們誠摯邀請您
一起來北投
與我們一同在 山边
賞山雲變化
品咖啡醇香",1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,7
VII&Co.,台北市大安區敦化南路一段187巷58號1樓,121.552097,25.042446,0935-313-938,歡迎光臨VII！最新是一家專注於提供最新歐美街頭流行女裝服飾的店家。我們店內的衣著風格多樣，涵蓋了從時尚搭配到休閒街頭風格的各種選擇，讓您能夠盡情展現自己的獨特魅力。無論是追求個性、追求時尚潮流還是尋找獨特的服飾，我們都能滿足您的需求。請蒞臨我們的店鋪，讓我們為您帶來一場愉快的時尚購物體驗！,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
菓源有限公司,台北市信義區忠孝東路四段553巷52弄9號1樓,121.56294,25.044627,02-27668082,"我們走遍台灣南北 尋尋覓蜜
跟隨著養蜂人的腳步逐花而居
感動著看著蜂群們奮力振翅
懷著對大自然百分百的敬意期盼著收成
終於 那年的汗水結成了金黃色的甜蜜
在這裡   您可以感受的到我們對自家產品的用心
從原料的選擇、製作的工法到對包裝的細節
這些堅持 這些斤斤計較
只為了將Ms.Gardener及台灣小農的真心誠意傳遞給您
每口良心，每口幸福",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
